Record #:  0
Notes :


24.06.201715:18:34
Volts Data

CH1	CH2	CH3	CH4	CH5	CH6	CH7	CH8	
268,602371E-6	-9,139919E-3	-6,470203E-3	1,270437E-3	-8,485270E-3	-7,097387E-3	-8,858347E-3	2,829933E-3
268,363953E-6	-9,146547E-3	-6,484079E-3	1,269388E-3	-8,489084E-3	-7,112360E-3	-8,856440E-3	2,820778E-3
266,933441E-6	-9,150553E-3	-6,488276E-3	1,273060E-3	-8,490419E-3	-7,117558E-3	-8,844566E-3	2,818298E-3
267,314911E-6	-9,135866E-3	-6,486654E-3	1,282167E-3	-8,521843E-3	-7,154560E-3	-8,868599E-3	2,817678E-3
268,220901E-6	-9,118509E-3	-6,485796E-3	1,285410E-3	-8,558178E-3	-7,197237E-3	-8,867311E-3	2,818775E-3
268,745422E-6	-9,099197E-3	-6,482744E-3	1,306295E-3	-8,542681E-3	-7,172871E-3	-8,838272E-3	2,839470E-3
267,219543E-6	-9,089422E-3	-6,480789E-3	1,320744E-3	-8,495426E-3	-7,123804E-3	-8,819294E-3	2,850389E-3
268,745422E-6	-9,103012E-3	-6,497574E-3	1,322269E-3	-8,469152E-3	-7,094002E-3	-8,823586E-3	2,849579E-3
268,316269E-6	-9,122801E-3	-6,531429E-3	1,324797E-3	-8,431578E-3	-7,067490E-3	-8,799791E-3	2,854538E-3
267,887115E-6	-9,149981E-3	-6,534672E-3	1,299143E-3	-8,437443E-3	-7,069445E-3	-8,804703E-3	2,830648E-3
269,269943E-6	-9,153795E-3	-6,519413E-3	1,272917E-3	-8,472538E-3	-7,102633E-3	-8,874130E-3	2,794695E-3
268,888474E-6	-9,135199E-3	-6,496716E-3	1,250267E-3	-8,508873E-3	-7,136059E-3	-8,922625E-3	2,770138E-3
269,126892E-6	-9,129190E-3	-6,475544E-3	1,234341E-3	-8,532715E-3	-7,155132E-3	-8,923864E-3	2,766323E-3
268,507004E-6	-9,120750E-3	-6,471062E-3	1,253510E-3	-8,531713E-3	-7,160854E-3	-8,911753E-3	2,782869E-3
268,220901E-6	-9,101105E-3	-6,449652E-3	1,266050E-3	-8,547115E-3	-7,167625E-3	-8,926058E-3	2,784061E-3
268,030167E-6	-9,096670E-3	-6,443071E-3	1,258898E-3	-8,544970E-3	-7,157421E-3	-8,942986E-3	2,774906E-3
267,505646E-6	-9,092855E-3	-6,446266E-3	1,258087E-3	-8,503294E-3	-7,119942E-3	-8,931255E-3	2,777910E-3
268,125534E-6	-9,088564E-3	-6,447411E-3	1,270628E-3	-8,468533E-3	-7,091856E-3	-8,882856E-3	2,790165E-3
268,173218E-6	-9,084654E-3	-6,459570E-3	1,276731E-3	-8,440447E-3	-7,065105E-3	-8,899879E-3	2,800322E-3
268,745422E-6	-9,080505E-3	-6,457758E-3	1,261854E-3	-8,423519E-3	-7,054329E-3	-8,872700E-3	2,792645E-3
267,982483E-6	-9,070683E-3	-6,443214E-3	1,264048E-3	-8,427763E-3	-7,060909E-3	-8,842754E-3	2,798510E-3
267,648697E-6	-9,057331E-3	-6,441545E-3	1,266909E-3	-8,444118E-3	-7,072401E-3	-8,907557E-3	2,798033E-3
268,554687E-6	-9,053898E-3	-6,444550E-3	1,261997E-3	-8,455229E-3	-7,081223E-3	-8,921289E-3	2,789021E-3
268,125534E-6	-9,051466E-3	-6,438780E-3	1,269054E-3	-8,464146E-3	-7,084799E-3	-8,921814E-3	2,794409E-3
268,077850E-6	-9,036255E-3	-6,436872E-3	1,285601E-3	-8,476543E-3	-7,087278E-3	-8,849144E-3	2,807283E-3
267,934799E-6	-9,024954E-3	-6,447887E-3	1,283360E-3	-8,471107E-3	-7,078457E-3	-8,895826E-3	2,806568E-3
268,363953E-6	-9,031868E-3	-6,448746E-3	1,268244E-3	-8,459616E-3	-7,073784E-3	-8,921528E-3	2,796316E-3
266,695023E-6	-9,033823E-3	-6,417847E-3	1,251507E-3	-8,443213E-3	-7,064009E-3	-8,888721E-3	2,783537E-3
268,125534E-6	-9,038639E-3	-6,389904E-3	1,231003E-3	-8,425188E-3	-7,050133E-3	-8,879519E-3	2,774096E-3
268,936157E-6	-9,044933E-3	-6,389332E-3	1,221704E-3	-8,408022E-3	-7,040071E-3	-8,858776E-3	2,774525E-3
267,839432E-6	-9,053612E-3	-6,398344E-3	1,208305E-3	-8,418846E-3	-7,054043E-3	-8,895111E-3	2,762604E-3
268,316269E-6	-9,058094E-3	-6,408501E-3	1,195383E-3	-8,458805E-3	-7,085419E-3	-8,934546E-3	2,747488E-3
267,648697E-6	-9,071302E-3	-6,424475E-3	1,185989E-3	-8,483505E-3	-7,106543E-3	-8,964109E-3	2,739334E-3
267,744064E-6	-9,069967E-3	-6,438923E-3	1,194763E-3	-8,490562E-3	-7,114506E-3	-8,981514E-3	2,746820E-3
268,507004E-6	-9,061766E-3	-6,431913E-3	1,212740E-3	-8,489466E-3	-7,108259E-3	-8,954859E-3	2,765322E-3
268,554687E-6	-9,056377E-3	-6,417799E-3	1,216936E-3	-8,463335E-3	-7,082987E-3	-8,881044E-3	2,772045E-3
269,269943E-6	-9,057140E-3	-6,416702E-3	1,220369E-3	-8,428907E-3	-7,055092E-3	-8,861685E-3	2,785587E-3
269,269943E-6	-9,068966E-3	-6,439734E-3	1,246834E-3	-8,390379E-3	-7,012558E-3	-8,841610E-3	2,820539E-3
269,126892E-6	-9,087372E-3	-6,458378E-3	1,247311E-3	-8,360481E-3	-6,985044E-3	-8,834267E-3	2,828264E-3
268,983841E-6	-9,102535E-3	-6,449652E-3	1,213598E-3	-8,356380E-3	-6,994820E-3	-8,830833E-3	2,798462E-3
268,173218E-6	-9,102869E-3	-6,453753E-3	1,193905E-3	-8,374977E-3	-7,018185E-3	-8,869982E-3	2,778196E-3
268,459320E-6	-9,108257E-3	-6,452751E-3	1,188803E-3	-8,390284E-3	-7,030296E-3	-8,896542E-3	2,782059E-3
267,982483E-6	-9,104681E-3	-6,437969E-3	1,189184E-3	-8,394670E-3	-7,036924E-3	-8,903170E-3	2,788067E-3
268,554687E-6	-9,100199E-3	-6,440878E-3	1,180840E-3	-8,427143E-3	-7,079411E-3	-8,937645E-3	2,772379E-3
268,268585E-6	-9,106207E-3	-6,457138E-3	1,190233E-3	-8,438158E-3	-7,083845E-3	-8,855724E-3	2,778673E-3
267,696381E-6	-9,116840E-3	-6,465292E-3	1,183748E-3	-8,437824E-3	-7,081127E-3	-8,860302E-3	2,777386E-3
268,125534E-6	-9,134436E-3	-6,479883E-3	1,179600E-3	-8,414507E-3	-7,056236E-3	-8,828211E-3	2,782774E-3
268,363953E-6	-9,145594E-3	-6,486797E-3	1,185751E-3	-8,380222E-3	-7,021809E-3	-8,839703E-3	2,801943E-3
268,030167E-6	-9,139156E-3	-6,474113E-3	1,186609E-3	-8,345318E-3	-6,991100E-3	-8,847570E-3	2,818918E-3
267,601013E-6	-9,129286E-3	-6,451082E-3	1,176405E-3	-8,336306E-3	-6,986666E-3	-8,776331E-3	2,821493E-3
267,744064E-6	-9,141350E-3	-6,461239E-3	1,180840E-3	-8,339357E-3	-6,993484E-3	-8,834600E-3	2,828121E-3
268,363953E-6	-9,159994E-3	-6,469870E-3	1,175976E-3	-8,360624E-3	-7,017708E-3	-8,855534E-3	2,820873E-3
268,507004E-6	-9,180832E-3	-6,485748E-3	1,168251E-3	-8,375835E-3	-7,039165E-3	-8,839655E-3	2,814341E-3
268,554687E-6	-9,187937E-3	-6,502962E-3	1,171017E-3	-8,388329E-3	-7,047558E-3	-8,867025E-3	2,811480E-3
267,934799E-6	-9,199715E-3	-6,526756E-3	1,185226E-3	-8,397198E-3	-7,049131E-3	-8,848619E-3	2,821302E-3
268,077850E-6	-9,224939E-3	-6,542730E-3	1,167727E-3	-8,411980E-3	-7,060909E-3	-8,837318E-3	2,815437E-3
268,411636E-6	-9,245586E-3	-6,541204E-3	1,150608E-3	-8,400774E-3	-7,051659E-3	-8,841467E-3	2,811384E-3
268,363953E-6	-9,253502E-3	-6,544828E-3	1,165009E-3	-8,367348E-3	-7,026243E-3	-8,791828E-3	2,832413E-3
268,602371E-6	-9,260750E-3	-6,550646E-3	1,160574E-3	-8,328581E-3	-6,996489E-3	-8,807945E-3	2,837086E-3
268,459320E-6	-9,273624E-3	-6,556606E-3	1,133728E-3	-8,328772E-3	-7,002449E-3	-8,855915E-3	2,822495E-3
268,030167E-6	-9,270000E-3	-6,575537E-3	1,141596E-3	-8,327055E-3	-7,000160E-3	-8,859682E-3	2,833796E-3
267,219543E-6	-9,268332E-3	-6,585217E-3	1,156616E-3	-8,338213E-3	-7,006454E-3	-8,798552E-3	2,847099E-3
268,411636E-6	-9,273720E-3	-6,582260E-3	1,171303E-3	-8,353806E-3	-7,016563E-3	-8,815908E-3	2,862120E-3
268,507004E-6	-9,267282E-3	-6,578064E-3	1,190233E-3	-8,367062E-3	-7,021523E-3	-8,803892E-3	2,876663E-3
268,268585E-6	-9,255028E-3	-6,596518E-3	1,198530E-3	-8,370733E-3	-7,029724E-3	-8,788538E-3	2,872515E-3
267,696381E-6	-9,267330E-3	-6,625986E-3	1,208591E-3	-8,347464E-3	-7,019091E-3	-8,781576E-3	2,883339E-3
268,507004E-6	-9,258223E-3	-6,624842E-3	1,203585E-3	-8,328438E-3	-7,004404E-3	-8,781099E-3	2,888012E-3
268,268585E-6	-9,245777E-3	-6,609774E-3	1,198578E-3	-8,315516E-3	-6,991100E-3	-8,775187E-3	2,894926E-3
267,887115E-6	-9,251642E-3	-6,589365E-3	1,189041E-3	-8,296204E-3	-6,969881E-3	-8,763838E-3	2,904797E-3
267,934799E-6	-9,264755E-3	-6,574774E-3	1,162243E-3	-8,301926E-3	-6,973696E-3	-8,789492E-3	2,887917E-3
267,410278E-6	-9,286833E-3	-6,573486E-3	1,139688E-3	-8,329964E-3	-7,004881E-3	-8,827066E-3	2,863789E-3
267,648697E-6	-9,304476E-3	-6,584692E-3	1,127148E-3	-8,355808E-3	-7,033682E-3	-8,819151E-3	2,843332E-3
268,173218E-6	-9,316254E-3	-6,603384E-3	1,136112E-3	-8,354139E-3	-7,021046E-3	-8,812809E-3	2,842093E-3
268,983841E-6	-9,330463E-3	-6,633759E-3	1,160955E-3	-8,351135E-3	-7,013893E-3	-8,804655E-3	2,852488E-3
269,651413E-6	-9,340763E-3	-6,658411E-3	1,170588E-3	-8,359241E-3	-7,027721E-3	-8,809853E-3	2,863312E-3
268,840790E-6	-9,337997E-3	-6,667233E-3	1,179838E-3	-8,346748E-3	-7,018995E-3	-8,830643E-3	2,881718E-3
269,079208E-6	-9,337664E-3	-6,651115E-3	1,179075E-3	-8,319235E-3	-6,998539E-3	-8,774424E-3	2,887535E-3
268,459320E-6	-9,326458E-3	-6,628370E-3	1,164579E-3	-8,313560E-3	-7,000208E-3	-8,812380E-3	2,880287E-3
268,411636E-6	-9,314585E-3	-6,614017E-3	1,155758E-3	-8,310461E-3	-6,989574E-3	-8,798456E-3	2,885532E-3
268,268585E-6	-9,310389E-3	-6,612349E-3	1,158285E-3	-8,299828E-3	-6,966066E-3	-8,790827E-3	2,893209E-3
268,030167E-6	-9,311199E-3	-6,624699E-3	1,162529E-3	-8,290005E-3	-6,961727E-3	-8,814144E-3	2,895546E-3
267,314911E-6	-9,310675E-3	-6,635857E-3	1,167917E-3	-8,289909E-3	-6,961250E-3	-8,741236E-3	2,895927E-3
267,457962E-6	-9,305000E-3	-6,642056E-3	1,167965E-3	-8,301687E-3	-6,973267E-3	-8,720684E-3	2,888727E-3
268,983841E-6	-9,292603E-3	-6,644440E-3	1,182270E-3	-8,317614E-3	-6,991625E-3	-8,801270E-3	2,892160E-3
268,507004E-6	-9,296227E-3	-6,644535E-3	1,188326E-3	-8,325052E-3	-7,000732E-3	-8,761263E-3	2,890491E-3
266,885757E-6	-9,309578E-3	-6,628227E-3	1,173782E-3	-8,322287E-3	-6,997728E-3	-8,759737E-3	2,883101E-3
267,219543E-6	-9,317017E-3	-6,615448E-3	1,164484E-3	-8,309984E-3	-6,992340E-3	-8,789015E-3	2,885914E-3
268,411636E-6	-9,315014E-3	-6,627750E-3	1,170921E-3	-8,291340E-3	-6,977272E-3	-8,749104E-3	2,895641E-3
267,410278E-6	-9,310913E-3	-6,624603E-3	1,162052E-3	-8,286428E-3	-6,967640E-3	-8,755779E-3	2,887917E-3
267,314911E-6	-9,316874E-3	-6,623268E-3	1,148081E-3	-8,271503E-3	-6,952667E-3	-8,789015E-3	2,879810E-3
268,363953E-6	-9,323597E-3	-6,641436E-3	1,151276E-3	-8,276892E-3	-6,964064E-3	-8,746624E-3	2,886105E-3
268,888474E-6	-9,324074E-3	-6,661463E-3	1,167583E-3	-8,276892E-3	-6,959057E-3	-8,747578E-3	2,897453E-3
268,602371E-6	-9,320545E-3	-6,662989E-3	1,171064E-3	-8,284140E-3	-6,958437E-3	-8,823490E-3	2,896261E-3
268,507004E-6	-9,323406E-3	-6,659508E-3	1,173067E-3	-8,309650E-3	-6,983328E-3	-8,843994E-3	2,898264E-3
267,219543E-6	-9,317923E-3	-6,661940E-3	1,180935E-3	-8,322048E-3	-7,003403E-3	-8,811426E-3	2,907896E-3
268,030167E-6	-9,307289E-3	-6,654787E-3	1,182270E-3	-8,305025E-3	-6,997442E-3	-8,730507E-3	2,913570E-3
269,079208E-6	-9,297085E-3	-6,628990E-3	1,176262E-3	-8,284903E-3	-6,978226E-3	-8,743382E-3	2,917337E-3
268,697739E-6	-9,286499E-3	-6,610537E-3	1,172352E-3	-8,281279E-3	-6,966162E-3	-8,770370E-3	2,919102E-3
268,030167E-6	-9,287786E-3	-6,614733E-3	1,167917E-3	-8,259869E-3	-6,939030E-3	-8,766031E-3	2,919388E-3
268,459320E-6	-9,288311E-3	-6,613541E-3	1,154089E-3	-8,247662E-3	-6,923914E-3	-8,790684E-3	2,907085E-3
268,220901E-6	-9,291220E-3	-6,615019E-3	1,158762E-3	-8,236122E-3	-6,907988E-3	-8,743191E-3	2,907372E-3
267,410278E-6	-9,310341E-3	-6,622934E-3	1,148701E-3	-8,251095E-3	-6,926489E-3	-8,763218E-3	2,893877E-3
268,983841E-6	-9,330797E-3	-6,625748E-3	1,127863E-3	-8,279991E-3	-6,964159E-3	-8,813429E-3	2,871561E-3
268,030167E-6	-9,344578E-3	-6,638098E-3	1,132488E-3	-8,294964E-3	-6,988382E-3	-8,793926E-3	2,869463E-3
266,885757E-6	-9,343481E-3	-6,679344E-3	1,166248E-3	-8,294153E-3	-6,992674E-3	-8,781481E-3	2,900743E-3
267,076492E-6	-9,332132E-3	-6,678677E-3	1,168585E-3	-8,313131E-3	-6,999636E-3	-8,773756E-3	2,911139E-3
266,981125E-6	-9,324932E-3	-6,664371E-3	1,179266E-3	-8,286572E-3	-6,953955E-3	-8,706093E-3	2,930355E-3
267,314911E-6	-9,321165E-3	-6,650496E-3	1,182365E-3	-8,257151E-3	-6,918907E-3	-8,752680E-3	2,940607E-3
266,981125E-6	-9,325314E-3	-6,644297E-3	1,167440E-3	-8,238506E-3	-6,913137E-3	-8,790731E-3	2,935219E-3
266,504288E-6	-9,321404E-3	-6,638527E-3	1,146841E-3	-8,228779E-3	-6,916952E-3	-8,766699E-3	2,920055E-3
266,647339E-6	-9,315586E-3	-6,634188E-3	1,149559E-3	-8,235693E-3	-6,925774E-3	-8,831215E-3	2,920914E-3
266,933441E-6	-9,319305E-3	-6,643486E-3	1,159954E-3	-8,240318E-3	-6,933928E-3	-8,817148E-3	2,922964E-3
267,601013E-6	-9,325600E-3	-6,661510E-3	1,149464E-3	-8,257008E-3	-6,949472E-3	-8,753204E-3	2,895355E-3
268,220901E-6	-9,341764E-3	-6,678677E-3	1,145744E-3	-8,278656E-3	-6,971121E-3	-8,742952E-3	2,886248E-3
267,648697E-6	-9,343863E-3	-6,686068E-3	1,159668E-3	-8,290720E-3	-6,977940E-3	-8,749056E-3	2,906466E-3
267,219543E-6	-9,330368E-3	-6,661606E-3	1,164961E-3	-8,285809E-3	-6,962347E-3	-8,771276E-3	2,918243E-3
267,219543E-6	-9,332705E-3	-6,643677E-3	1,158285E-3	-8,270168E-3	-6,941938E-3	-8,783627E-3	2,923393E-3
267,028809E-6	-9,332132E-3	-6,652451E-3	1,176023E-3	-8,243084E-3	-6,920385E-3	-8,754063E-3	2,948093E-3
267,696381E-6	-9,336662E-3	-6,662989E-3	1,171064E-3	-8,214521E-3	-6,897736E-3	-8,778477E-3	2,951813E-3
267,934799E-6	-9,343719E-3	-6,663609E-3	1,155519E-3	-8,204556E-3	-6,883478E-3	-8,792734E-3	2,939034E-3
268,030167E-6	-9,352160E-3	-6,673098E-3	1,152658E-3	-8,204079E-3	-6,878757E-3	-8,810759E-3	2,930546E-3
268,363953E-6	-9,367514E-3	-6,689692E-3	1,153994E-3	-8,212662E-3	-6,895733E-3	-8,751345E-3	2,920771E-3
268,554687E-6	-9,376717E-3	-6,700039E-3	1,155758E-3	-8,233070E-3	-6,923151E-3	-8,741426E-3	2,915525E-3
267,887115E-6	-9,377098E-3	-6,709146E-3	1,153469E-3	-8,259392E-3	-6,950331E-3	-8,763075E-3	2,911711E-3
266,933441E-6	-9,369469E-3	-6,705475E-3	1,160192E-3	-8,270597E-3	-6,959200E-3	-8,770561E-3	2,914000E-3
267,601013E-6	-9,368849E-3	-6,709623E-3	1,177549E-3	-8,249283E-3	-6,934690E-3	-8,779335E-3	2,936172E-3
268,507004E-6	-9,371185E-3	-6,718683E-3	1,183653E-3	-8,219099E-3	-6,904316E-3	-8,707857E-3	2,955627E-3
267,934799E-6	-9,373283E-3	-6,733704E-3	1,188087E-3	-8,202171E-3	-6,887197E-3	-8,711290E-3	2,966404E-3
267,887115E-6	-9,373760E-3	-6,724548E-3	1,173782E-3	-8,192682E-3	-6,872654E-3	-8,746958E-3	2,957678E-3
266,981125E-6	-9,379482E-3	-6,721926E-3	1,156473E-3	-8,185720E-3	-6,867743E-3	-8,742619E-3	2,944613E-3
266,695023E-6	-9,390688E-3	-6,715250E-3	1,147223E-3	-8,199549E-3	-6,885958E-3	-8,752537E-3	2,940130E-3
268,173218E-6	-9,383965E-3	-6,718636E-3	1,151466E-3	-8,220625E-3	-6,900883E-3	-8,767796E-3	2,938795E-3
267,696381E-6	-9,378147E-3	-6,729937E-3	1,159620E-3	-8,215952E-3	-6,890345E-3	-8,779478E-3	2,943659E-3
268,697739E-6	-9,377527E-3	-6,740522E-3	1,165581E-3	-8,226252E-3	-6,913424E-3	-8,783484E-3	2,944469E-3
268,220901E-6	-9,365320E-3	-6,743240E-3	1,180744E-3	-8,232212E-3	-6,928778E-3	-8,693314E-3	2,956772E-3
267,457962E-6	-9,349394E-3	-6,709290E-3	1,196432E-3	-8,205557E-3	-6,893492E-3	-8,730125E-3	2,975559E-3
268,030167E-6	-9,339523E-3	-6,687689E-3	1,203966E-3	-8,182383E-3	-6,865311E-3	-8,723402E-3	2,987909E-3
267,171860E-6	-9,329414E-3	-6,674862E-3	1,195955E-3	-8,178425E-3	-6,853294E-3	-8,631325E-3	2,984667E-3
267,505646E-6	-9,329176E-3	-6,668425E-3	1,194096E-3	-8,154821E-3	-6,819773E-3	-8,660364E-3	2,991819E-3
268,125534E-6	-9,348726E-3	-6,675577E-3	1,177454E-3	-8,152914E-3	-6,821632E-3	-8,693218E-3	2,983522E-3
267,076492E-6	-9,373236E-3	-6,701326E-3	1,139736E-3	-8,183908E-3	-6,867981E-3	-8,795547E-3	2,944326E-3
266,838074E-6	-9,388018E-3	-6,719208E-3	1,125765E-3	-8,201742E-3	-6,891775E-3	-8,870125E-3	2,929163E-3
267,457962E-6	-9,403324E-3	-6,731796E-3	1,128626E-3	-8,212948E-3	-6,909513E-3	-8,782005E-3	2,932453E-3
268,077850E-6	-9,403229E-3	-6,753922E-3	1,156187E-3	-8,226109E-3	-6,925440E-3	-8,714628E-3	2,957916E-3
267,791748E-6	-9,395933E-3	-6,759453E-3	1,180553E-3	-8,242321E-3	-6,923437E-3	-8,734465E-3	2,980423E-3
268,173218E-6	-9,390688E-3	-6,754589E-3	1,185513E-3	-8,219719E-3	-6,901073E-3	-8,708858E-3	2,988958E-3
267,982483E-6	-9,384394E-3	-6,744719E-3	1,180315E-3	-8,186340E-3	-6,872463E-3	-8,729076E-3	2,990437E-3
268,173218E-6	-9,387541E-3	-6,738138E-3	1,179266E-3	-8,166885E-3	-6,856155E-3	-8,739328E-3	2,993298E-3
268,793106E-6	-9,404898E-3	-6,739664E-3	1,161766E-3	-8,141327E-3	-6,835175E-3	-8,742619E-3	2,981424E-3
268,983841E-6	-9,410906E-3	-6,742620E-3	1,144314E-3	-8,132076E-3	-6,830788E-3	-8,760166E-3	2,973795E-3
268,697739E-6	-9,387779E-3	-6,730556E-3	1,143122E-3	-8,153868E-3	-6,850433E-3	-8,770323E-3	2,982521E-3
268,363953E-6	-9,354877E-3	-6,728029E-3	1,157379E-3	-8,173800E-3	-6,860018E-3	-8,745575E-3	2,998161E-3
267,267227E-6	-9,349728E-3	-6,730175E-3	1,168060E-3	-8,191538E-3	-6,868076E-3	-8,678627E-3	3,005314E-3
267,410278E-6	-9,355450E-3	-6,731129E-3	1,169300E-3	-8,208227E-3	-6,892157E-3	-8,717728E-3	2,998161E-3
268,983841E-6	-9,372187E-3	-6,749105E-3	1,171923E-3	-8,213186E-3	-6,906366E-3	-8,765173E-3	2,995634E-3
268,363953E-6	-9,391975E-3	-6,778049E-3	1,187229E-3	-8,190584E-3	-6,876993E-3	-8,730793E-3	3,012943E-3
266,504288E-6	-9,406042E-3	-6,790304E-3	1,197147E-3	-8,153439E-3	-6,826353E-3	-8,701754E-3	3,022337E-3
267,505646E-6	-9,420443E-3	-6,789732E-3	1,183319E-3	-8,138752E-3	-6,819725E-3	-8,753300E-3	3,008080E-3
267,267227E-6	-9,435463E-3	-6,775236E-3	1,149940E-3	-8,119774E-3	-6,816339E-3	-8,712387E-3	2,983379E-3
267,887115E-6	-9,445381E-3	-6,760359E-3	1,134539E-3	-8,112621E-3	-6,813955E-3	-8,733940E-3	2,976990E-3
268,507004E-6	-9,433079E-3	-6,731272E-3	1,128197E-3	-8,132792E-3	-6,820059E-3	-8,755350E-3	2,971077E-3
268,077850E-6	-9,416199E-3	-6,714869E-3	1,111078E-3	-8,159971E-3	-6,840420E-3	-8,787155E-3	2,944469E-3
267,457962E-6	-9,405184E-3	-6,714153E-3	1,101494E-3	-8,177090E-3	-6,861877E-3	-8,794260E-3	2,933025E-3
267,887115E-6	-9,393215E-3	-6,724024E-3	1,124430E-3	-8,178473E-3	-6,866837E-3	-8,756447E-3	2,954292E-3
268,983841E-6	-9,378052E-3	-6,738472E-3	1,155424E-3	-8,169460E-3	-6,857538E-3	-8,728790E-3	2,978277E-3
268,173218E-6	-9,365368E-3	-6,737041E-3	1,163197E-3	-8,152676E-3	-6,832647E-3	-8,732414E-3	2,982664E-3
267,744064E-6	-9,363699E-3	-6,726313E-3	1,156044E-3	-8,129358E-3	-6,809759E-3	-8,742809E-3	2,974939E-3
267,982483E-6	-9,365845E-3	-6,724644E-3	1,152706E-3	-8,124208E-3	-6,804180E-3	-8,779573E-3	2,976131E-3
267,696381E-6	-9,367180E-3	-6,719398E-3	1,161861E-3	-8,112240E-3	-6,786537E-3	-8,760309E-3	2,993298E-3
267,839432E-6	-9,375572E-3	-6,713772E-3	1,144075E-3	-8,138371E-3	-6,803656E-3	-8,720350E-3	2,978659E-3
268,220901E-6	-9,381866E-3	-6,719446E-3	1,143265E-3	-8,151150E-3	-6,812048E-3	-8,709908E-3	2,974558E-3
268,602371E-6	-9,387112E-3	-6,735802E-3	1,151371E-3	-8,137178E-3	-6,803703E-3	-8,779192E-3	2,980089E-3
268,650055E-6	-9,386826E-3	-6,743479E-3	1,153278E-3	-8,140516E-3	-6,815529E-3	-8,787727E-3	2,980661E-3
268,650055E-6	-9,376860E-3	-6,735754E-3	1,143742E-3	-8,168077E-3	-6,849098E-3	-8,791161E-3	2,961826E-3
268,697739E-6	-9,366131E-3	-6,725216E-3	1,146984E-3	-8,183336E-3	-6,863356E-3	-8,724070E-3	2,957106E-3
268,936157E-6	-9,370279E-3	-6,730604E-3	1,156807E-3	-8,160925E-3	-6,846523E-3	-8,739185E-3	2,969646E-3
268,363953E-6	-9,380198E-3	-6,738043E-3	1,164961E-3	-8,130360E-3	-6,814766E-3	-8,766937E-3	2,986670E-3
268,125534E-6	-9,389877E-3	-6,746006E-3	1,178932E-3	-8,100748E-3	-6,783104E-3	-8,768177E-3	3,004646E-3
269,412994E-6	-9,402132E-3	-6,759739E-3	1,172352E-3	-8,070374E-3	-6,755209E-3	-8,769846E-3	3,008509E-3
269,126892E-6	-9,405661E-3	-6,742191E-3	1,140261E-3	-8,078909E-3	-6,748962E-3	-8,779764E-3	2,983618E-3
268,220901E-6	-9,397745E-3	-6,734705E-3	1,123905E-3	-8,094025E-3	-6,757116E-3	-8,728218E-3	2,961206E-3
268,220901E-6	-9,392738E-3	-6,739283E-3	1,126051E-3	-8,082581E-3	-6,746864E-3	-8,727360E-3	2,956343E-3
267,553329E-6	-9,383392E-3	-6,736040E-3	1,110077E-3	-8,094072E-3	-6,759405E-3	-8,769512E-3	2,932072E-3
266,599655E-6	-9,378767E-3	-6,735182E-3	1,109028E-3	-8,110809E-3	-6,784296E-3	-8,815432E-3	2,922106E-3
268,125534E-6	-9,377527E-3	-6,730890E-3	1,117992E-3	-8,112144E-3	-6,791449E-3	-8,807945E-3	2,923059E-3
268,316269E-6	-9,379959E-3	-6,714106E-3	1,114655E-3	-8,097506E-3	-6,782246E-3	-8,727884E-3	2,926302E-3
268,316269E-6	-9,383869E-3	-6,717300E-3	1,122904E-3	-8,069324E-3	-6,741285E-3	-8,731556E-3	2,941847E-3
269,222260E-6	-9,389019E-3	-6,730604E-3	1,125860E-3	-8,048964E-3	-6,717205E-3	-8,753872E-3	2,953577E-3
268,793106E-6	-9,397840E-3	-6,741285E-3	1,124144E-3	-8,017731E-3	-6,693363E-3	-8,726549E-3	2,964211E-3
268,220901E-6	-9,397078E-3	-6,754875E-3	1,136065E-3	-7,996368E-3	-6,665421E-3	-8,706665E-3	2,978325E-3
267,839432E-6	-9,398317E-3	-6,751871E-3	1,142454E-3	-7,999706E-3	-6,663847E-3	-8,735275E-3	2,980518E-3
267,601013E-6	-9,392834E-3	-6,755209E-3	1,154613E-3	-8,004761E-3	-6,668282E-3	-8,738232E-3	2,989292E-3
266,647339E-6	-9,393311E-3	-6,753874E-3	1,144266E-3	-8,032751E-3	-6,702232E-3	-8,775854E-3	2,984571E-3
266,599655E-6	-9,391642E-3	-6,755781E-3	1,140022E-3	-8,069324E-3	-6,752586E-3	-8,776188E-3	2,984095E-3
267,124176E-6	-9,380245E-3	-6,734180E-3	1,136303E-3	-8,097410E-3	-6,780195E-3	-8,693027E-3	2,978468E-3
266,981125E-6	-9,374905E-3	-6,735229E-3	1,149035E-3	-8,088875E-3	-6,767988E-3	-8,726692E-3	2,991343E-3
266,838074E-6	-9,377909E-3	-6,750393E-3	1,162004E-3	-8,074379E-3	-6,758690E-3	-8,727837E-3	3,009701E-3
267,076492E-6	-9,391642E-3	-6,765699E-3	1,164865E-3	-8,066082E-3	-6,756258E-3	-8,720875E-3	3,012228E-3
267,219543E-6	-9,414482E-3	-6,784296E-3	1,162767E-3	-8,047628E-3	-6,727457E-3	-8,672476E-3	3,011417E-3
267,934799E-6	-9,439278E-3	-6,809282E-3	1,155853E-3	-8,031750E-3	-6,707525E-3	-8,661222E-3	3,004122E-3
268,173218E-6	-9,450483E-3	-6,828642E-3	1,167727E-3	-8,030367E-3	-6,708145E-3	-8,735275E-3	3,017473E-3
267,648697E-6	-9,460402E-3	-6,841516E-3	1,172161E-3	-8,053970E-3	-6,733370E-3	-8,714390E-3	3,024483E-3
