Record #:  0
Notes :


24.06.201715:18:34
Volts Data

CH1	CH2	CH3	CH4	CH5	CH6	CH7	CH8	
266,742706E-6	-7,788229E-3	-5,620432E-3	2,750921E-3	-9,524488E-3	-6,115294E-3	-9,663057E-3	2,255249E-3
267,648697E-6	-7,819366E-3	-5,656576E-3	2,765131E-3	-9,527302E-3	-6,117535E-3	-9,615612E-3	2,268600E-3
267,553329E-6	-7,839251E-3	-5,664873E-3	2,776384E-3	-9,526348E-3	-6,107521E-3	-9,644079E-3	2,291107E-3
267,744064E-6	-7,850504E-3	-5,668926E-3	2,777004E-3	-9,509993E-3	-6,092834E-3	-9,694910E-3	2,302313E-3
267,791748E-6	-7,862139E-3	-5,687046E-3	2,784300E-3	-9,480476E-3	-6,072283E-3	-9,673214E-3	2,310848E-3
267,839432E-6	-7,884598E-3	-5,699492E-3	2,763081E-3	-9,464359E-3	-6,060457E-3	-9,639025E-3	2,302074E-3
268,077850E-6	-7,892799E-3	-5,688143E-3	2,732944E-3	-9,467745E-3	-6,072187E-3	-9,668303E-3	2,282763E-3
267,791748E-6	-7,895184E-3	-5,674028E-3	2,720404E-3	-9,475803E-3	-6,080532E-3	-9,687996E-3	2,270174E-3
267,696381E-6	-7,894325E-3	-5,671692E-3	2,719355E-3	-9,476614E-3	-6,073046E-3	-9,750175E-3	2,268267E-3
267,457962E-6	-7,890844E-3	-5,672503E-3	2,708006E-3	-9,495640E-3	-6,085777E-3	-9,745312E-3	2,254629E-3
266,838074E-6	-7,879734E-3	-5,687714E-3	2,719402E-3	-9,512091E-3	-6,104612E-3	-9,703302E-3	2,256346E-3
267,457962E-6	-7,880735E-3	-5,701542E-3	2,735424E-3	-9,538746E-3	-6,134844E-3	-9,679365E-3	2,265024E-3
267,314911E-6	-7,892179E-3	-5,711031E-3	2,749252E-3	-9,537506E-3	-6,136847E-3	-9,651232E-3	2,285814E-3
267,553329E-6	-7,883024E-3	-5,704355E-3	2,751255E-3	-9,522200E-3	-6,122303E-3	-9,640312E-3	2,300739E-3
268,363953E-6	-7,865906E-3	-5,682421E-3	2,757978E-3	-9,500837E-3	-6,102180E-3	-9,629440E-3	2,313995E-3
267,457962E-6	-7,862949E-3	-5,659437E-3	2,758312E-3	-9,476995E-3	-6,083536E-3	-9,630156E-3	2,323818E-3
266,885757E-6	-7,867289E-3	-5,659342E-3	2,756310E-3	-9,459829E-3	-6,070566E-3	-9,599733E-3	2,329540E-3
266,551971E-6	-7,867575E-3	-5,648804E-3	2,746725E-3	-9,474611E-3	-6,071663E-3	-9,592009E-3	2,317810E-3
266,027451E-6	-7,866383E-3	-5,639124E-3	2,736998E-3	-9,495687E-3	-6,085825E-3	-9,613419E-3	2,301550E-3
266,265869E-6	-7,874346E-3	-5,655861E-3	2,727795E-3	-9,526682E-3	-6,118298E-3	-9,636259E-3	2,278519E-3
267,410278E-6	-7,893276E-3	-5,674267E-3	2,721739E-3	-9,554625E-3	-6,147099E-3	-9,684658E-3	2,258492E-3
267,124176E-6	-7,917690E-3	-5,693913E-3	2,719545E-3	-9,565401E-3	-6,170893E-3	-9,681273E-3	2,250004E-3
267,076492E-6	-7,943010E-3	-5,730915E-3	2,725315E-3	-9,556341E-3	-6,167269E-3	-9,662390E-3	2,261066E-3
266,742706E-6	-7,975101E-3	-5,764771E-3	2,732372E-3	-9,520721E-3	-6,129169E-3	-9,695148E-3	2,284479E-3
266,981125E-6	-7,989264E-3	-5,771637E-3	2,745056E-3	-9,488297E-3	-6,087971E-3	-9,669971E-3	2,298784E-3
267,791748E-6	-7,989740E-3	-5,768919E-3	2,744770E-3	-9,462881E-3	-6,062412E-3	-9,659624E-3	2,298975E-3
267,362595E-6	-7,988977E-3	-5,779457E-3	2,757359E-3	-9,436178E-3	-6,042242E-3	-9,636497E-3	2,319050E-3
268,030167E-6	-7,987595E-3	-5,774784E-3	2,753925E-3	-9,446478E-3	-6,054974E-3	-9,664345E-3	2,315474E-3
267,314911E-6	-7,979727E-3	-5,739784E-3	2,733564E-3	-9,471989E-3	-6,071711E-3	-9,703779E-3	2,289915E-3
266,504288E-6	-7,961035E-3	-5,729771E-3	2,740049E-3	-9,485435E-3	-6,077003E-3	-9,693241E-3	2,290010E-3
266,218185E-6	-7,953310E-3	-5,734158E-3	2,731085E-3	-9,510231E-3	-6,109619E-3	-9,649897E-3	2,277279E-3
267,601013E-6	-7,944870E-3	-5,734158E-3	2,730131E-3	-9,525728E-3	-6,126690E-3	-9,636068E-3	2,276468E-3
267,505646E-6	-7,942390E-3	-5,741358E-3	2,750874E-3	-9,512043E-3	-6,113529E-3	-9,596586E-3	2,299500E-3
267,934799E-6	-7,942009E-3	-5,758047E-3	2,762270E-3	-9,476995E-3	-6,087208E-3	-9,610605E-3	2,315331E-3
267,410278E-6	-7,931423E-3	-5,743933E-3	2,749348E-3	-9,487963E-3	-6,093073E-3	-9,626198E-3	2,303267E-3
267,505646E-6	-7,925892E-3	-5,712509E-3	2,734947E-3	-9,492636E-3	-6,097507E-3	-9,694481E-3	2,295876E-3
266,838074E-6	-7,923603E-3	-5,708790E-3	2,726030E-3	-9,486055E-3	-6,094408E-3	-9,650373E-3	2,298069E-3
267,028809E-6	-7,913446E-3	-5,690861E-3	2,716255E-3	-9,494543E-3	-6,103611E-3	-9,569693E-3	2,289581E-3
266,838074E-6	-7,917976E-3	-5,692911E-3	2,716446E-3	-9,505606E-3	-6,115007E-3	-9,573269E-3	2,286530E-3
267,362595E-6	-7,914495E-3	-5,713844E-3	2,729940E-3	-9,502316E-3	-6,111526E-3	-9,614372E-3	2,292204E-3
267,553329E-6	-7,908344E-3	-5,704546E-3	2,737188E-3	-9,521914E-3	-6,129599E-3	-9,611797E-3	2,285624E-3
268,268585E-6	-7,914448E-3	-5,693769E-3	2,744770E-3	-9,537554E-3	-6,138086E-3	-9,637833E-3	2,281618E-3
268,459320E-6	-7,924175E-3	-5,702066E-3	2,761078E-3	-9,514093E-3	-6,109667E-3	-9,666872E-3	2,298260E-3
267,457962E-6	-7,927752E-3	-5,703163E-3	2,756023E-3	-9,482861E-3	-6,084442E-3	-9,648657E-3	2,303028E-3
267,839432E-6	-7,929277E-3	-5,692673E-3	2,734280E-3	-9,483576E-3	-6,080246E-3	-9,664583E-3	2,289152E-3
267,982483E-6	-7,930708E-3	-5,689621E-3	2,730179E-3	-9,459591E-3	-6,047297E-3	-9,660673E-3	2,291155E-3
267,219543E-6	-7,930517E-3	-5,682135E-3	2,725983E-3	-9,450531E-3	-6,040859E-3	-9,656143E-3	2,290583E-3
266,504288E-6	-7,921648E-3	-5,672312E-3	2,719021E-3	-9,474087E-3	-6,080627E-3	-9,647846E-3	2,279758E-3
267,314911E-6	-7,915688E-3	-5,671644E-3	2,714014E-3	-9,515715E-3	-6,128359E-3	-9,654045E-3	2,267647E-3
267,601013E-6	-7,918167E-3	-5,695295E-3	2,712584E-3	-9,537506E-3	-6,149483E-3	-9,673786E-3	2,262974E-3
268,030167E-6	-7,917404E-3	-5,703306E-3	2,710199E-3	-9,560680E-3	-6,176519E-3	-9,683514E-3	2,254057E-3
267,410278E-6	-7,913113E-3	-5,701399E-3	2,723408E-3	-9,566355E-3	-6,176567E-3	-9,677410E-3	2,262497E-3
266,504288E-6	-7,910776E-3	-5,700922E-3	2,728271E-3	-9,549904E-3	-6,159496E-3	-9,672928E-3	2,270699E-3
267,171860E-6	-7,905626E-3	-5,689335E-3	2,725601E-3	-9,523773E-3	-6,132746E-3	-9,651995E-3	2,274656E-3
266,742706E-6	-7,894993E-3	-5,671787E-3	2,733660E-3	-9,500790E-3	-6,107283E-3	-9,632540E-3	2,284002E-3
266,790390E-6	-7,895279E-3	-5,659056E-3	2,730322E-3	-9,484386E-3	-6,091881E-3	-9,625530E-3	2,284050E-3
267,171860E-6	-7,895470E-3	-5,661583E-3	2,725935E-3	-9,475803E-3	-6,089973E-3	-9,620190E-3	2,279377E-3
267,839432E-6	-7,907724E-3	-5,682898E-3	2,729893E-3	-9,473372E-3	-6,088495E-3	-9,612179E-3	2,281952E-3
267,696381E-6	-7,914495E-3	-5,685759E-3	2,728033E-3	-9,466362E-3	-6,075573E-3	-9,594011E-3	2,280855E-3
266,504288E-6	-7,913399E-3	-5,680227E-3	2,725458E-3	-9,476614E-3	-6,076193E-3	-9,622478E-3	2,272940E-3
267,124176E-6	-7,909155E-3	-5,683708E-3	2,734804E-3	-9,513474E-3	-6,112909E-3	-9,669018E-3	2,277136E-3
267,314911E-6	-7,893467E-3	-5,680513E-3	2,746582E-3	-9,539413E-3	-6,140423E-3	-9,704685E-3	2,279806E-3
267,410278E-6	-7,892323E-3	-5,677795E-3	2,747869E-3	-9,539652E-3	-6,145620E-3	-9,666204E-3	2,279043E-3
268,125534E-6	-7,914066E-3	-5,688524E-3	2,746201E-3	-9,510231E-3	-6,121874E-3	-9,663630E-3	2,280188E-3
268,030167E-6	-7,925129E-3	-5,692339E-3	2,747440E-3	-9,494781E-3	-6,111908E-3	-9,679604E-3	2,280426E-3
267,791748E-6	-7,928419E-3	-5,696869E-3	2,741909E-3	-9,467793E-3	-6,089258E-3	-9,659958E-3	2,283621E-3
266,695023E-6	-7,929468E-3	-5,698395E-3	2,714920E-3	-9,463120E-3	-6,083155E-3	-9,607887E-3	2,266455E-3
267,076492E-6	-7,926893E-3	-5,691290E-3	2,698469E-3	-9,485054E-3	-6,095362E-3	-9,643507E-3	2,251101E-3
266,456604E-6	-7,915354E-3	-5,689573E-3	2,709293E-3	-9,486866E-3	-6,093168E-3	-9,683990E-3	2,259541E-3
266,933441E-6	-7,898617E-3	-5,678272E-3	2,699089E-3	-9,505129E-3	-6,117392E-3	-9,644365E-3	2,249479E-3
266,981125E-6	-7,885265E-3	-5,659246E-3	2,698040E-3	-9,536123E-3	-6,151772E-3	-9,614086E-3	2,241373E-3
267,314911E-6	-7,877636E-3	-5,673838E-3	2,724886E-3	-9,547663E-3	-6,164122E-3	-9,642267E-3	2,257061E-3
266,838074E-6	-7,890654E-3	-5,689859E-3	2,743626E-3	-9,535742E-3	-6,140804E-3	-9,639072E-3	2,275372E-3
266,313553E-6	-7,898378E-3	-5,694294E-3	2,750874E-3	-9,510946E-3	-6,103086E-3	-9,612179E-3	2,284241E-3
267,219543E-6	-7,904816E-3	-5,691051E-3	2,746344E-3	-9,484386E-3	-6,075382E-3	-9,593391E-3	2,281380E-3
268,030167E-6	-7,917118E-3	-5,686855E-3	2,735233E-3	-9,459400E-3	-6,060696E-3	-9,657907E-3	2,281618E-3
267,124176E-6	-7,920074E-3	-5,678844E-3	2,721596E-3	-9,449768E-3	-6,066084E-3	-9,628248E-3	2,272081E-3
267,076492E-6	-7,921314E-3	-5,672264E-3	2,705717E-3	-9,488535E-3	-6,105614E-3	-9,591627E-3	2,252817E-3
267,457962E-6	-7,934141E-3	-5,692911E-3	2,707291E-3	-9,513378E-3	-6,131506E-3	-9,630632E-3	2,252293E-3
267,171860E-6	-7,942486E-3	-5,716705E-3	2,722216E-3	-9,512472E-3	-6,128120E-3	-9,612751E-3	2,262306E-3
268,125534E-6	-7,941103E-3	-5,725002E-3	2,721882E-3	-9,531212E-3	-6,148672E-3	-9,636927E-3	2,252531E-3
267,887115E-6	-7,928801E-3	-5,729437E-3	2,723265E-3	-9,547997E-3	-6,166267E-3	-9,709501E-3	2,248907E-3
266,838074E-6	-7,922029E-3	-5,711746E-3	2,722073E-3	-9,560633E-3	-6,171322E-3	-9,712458E-3	2,249765E-3
266,742706E-6	-7,910204E-3	-5,699682E-3	2,724361E-3	-9,526587E-3	-6,136227E-3	-9,697199E-3	2,259874E-3
267,791748E-6	-7,900190E-3	-5,692434E-3	2,739191E-3	-9,494019E-3	-6,104422E-3	-9,624338E-3	2,278948E-3
268,363953E-6	-7,891750E-3	-5,672312E-3	2,737808E-3	-9,471369E-3	-6,081867E-3	-9,575462E-3	2,283955E-3
267,887115E-6	-7,898188E-3	-5,661917E-3	2,719688E-3	-9,464693E-3	-6,086349E-3	-9,625196E-3	2,272797E-3
266,981125E-6	-7,909060E-3	-5,655003E-3	2,698040E-3	-9,484625E-3	-6,107807E-3	-9,656477E-3	2,251816E-3
267,553329E-6	-7,914877E-3	-5,652237E-3	2,694321E-3	-9,497690E-3	-6,114864E-3	-9,636974E-3	2,242279E-3
267,219543E-6	-7,916737E-3	-5,641222E-3	2,692747E-3	-9,514523E-3	-6,123018E-3	-9,618378E-3	2,232122E-3
267,648697E-6	-7,918119E-3	-5,658245E-3	2,706575E-3	-9,533405E-3	-6,146860E-3	-9,658909E-3	2,240276E-3
267,887115E-6	-7,900906E-3	-5,658197E-3	2,719879E-3	-9,537888E-3	-6,165123E-3	-9,667110E-3	2,248096E-3
268,840790E-6	-7,889462E-3	-5,663967E-3	2,725410E-3	-9,528542E-3	-6,159115E-3	-9,670448E-3	2,251959E-3
267,648697E-6	-7,888412E-3	-5,660629E-3	2,719831E-3	-9,514999E-3	-6,133509E-3	-9,635687E-3	2,248907E-3
267,314911E-6	-7,888889E-3	-5,659723E-3	2,725410E-3	-9,497881E-3	-6,110668E-3	-9,651279E-3	2,252245E-3
267,362595E-6	-7,892609E-3	-5,649948E-3	2,706480E-3	-9,488630E-3	-6,102753E-3	-9,660530E-3	2,235794E-3
267,219543E-6	-7,901049E-3	-5,645990E-3	2,687168E-3	-9,481525E-3	-6,096315E-3	-9,666872E-3	2,220726E-3
267,839432E-6	-7,896662E-3	-5,625057E-3	2,679062E-3	-9,489155E-3	-6,100273E-3	-9,697533E-3	2,206564E-3
268,363953E-6	-7,882214E-3	-5,606461E-3	2,678061E-3	-9,504747E-3	-6,119442E-3	-9,686661E-3	2,197409E-3
267,553329E-6	-7,869005E-3	-5,601835E-3	2,683592E-3	-9,514236E-3	-6,132364E-3	-9,696960E-3	2,201843E-3
267,839432E-6	-7,852650E-3	-5,596638E-3	2,687025E-3	-9,544563E-3	-6,158876E-3	-9,747696E-3	2,201986E-3
267,839432E-6	-7,838345E-3	-5,613089E-3	2,713633E-3	-9,542322E-3	-6,148005E-3	-9,622240E-3	2,225065E-3
267,028809E-6	-7,830715E-3	-5,605984E-3	2,722692E-3	-9,535074E-3	-6,144238E-3	-9,617138E-3	2,237129E-3
267,314911E-6	-7,825994E-3	-5,574131E-3	2,712059E-3	-9,519720E-3	-6,131506E-3	-9,666824E-3	2,227736E-3
266,695023E-6	-7,837200E-3	-5,584383E-3	2,714682E-3	-9,520388E-3	-6,124306E-3	-9,653139E-3	2,225780E-3
266,599655E-6	-7,849789E-3	-5,588388E-3	2,706337E-3	-9,524393E-3	-6,126404E-3	-9,678841E-3	2,217817E-3
266,885757E-6	-7,860851E-3	-5,581474E-3	2,689219E-3	-9,513760E-3	-6,123877E-3	-9,736776E-3	2,198505E-3
266,695023E-6	-7,872629E-3	-5,583000E-3	2,678919E-3	-9,512711E-3	-6,129456E-3	-9,739256E-3	2,181387E-3
267,744064E-6	-7,881641E-3	-5,603361E-3	2,681541E-3	-9,515619E-3	-6,140852E-3	-9,724569E-3	2,186823E-3
268,602371E-6	-7,884312E-3	-5,614090E-3	2,685881E-3	-9,516191E-3	-6,137323E-3	-9,730053E-3	2,195644E-3
267,648697E-6	-7,888937E-3	-5,633640E-3	2,691555E-3	-9,528685E-3	-6,143808E-3	-9,659100E-3	2,199602E-3
266,838074E-6	-7,886600E-3	-5,634260E-3	2,697754E-3	-9,540033E-3	-6,148911E-3	-9,654474E-3	2,208138E-3
267,696381E-6	-7,880306E-3	-5,636501E-3	2,694273E-3	-9,528875E-3	-6,136036E-3	-9,702539E-3	2,206469E-3
268,793106E-6	-7,885647E-3	-5,636740E-3	2,679110E-3	-9,510946E-3	-6,122923E-3	-9,754944E-3	2,195978E-3
267,267227E-6	-7,882833E-3	-5,633688E-3	2,682114E-3	-9,490490E-3	-6,109285E-3	-9,731770E-3	2,197647E-3
266,742706E-6	-7,880259E-3	-5,619097E-3	2,665329E-3	-9,480858E-3	-6,111097E-3	-9,692383E-3	2,186203E-3
267,887115E-6	-7,888031E-3	-5,604267E-3	2,630329E-3	-9,473372E-3	-6,113815E-3	-9,700871E-3	2,156687E-3
267,457962E-6	-7,879686E-3	-5,608559E-3	2,635622E-3	-9,457445E-3	-6,088877E-3	-9,709549E-3	2,155972E-3
268,459320E-6	-7,861423E-3	-5,609798E-3	2,644682E-3	-9,457397E-3	-6,077051E-3	-9,731007E-3	2,156401E-3
267,744064E-6	-7,848358E-3	-5,586672E-3	2,641869E-3	-9,461641E-3	-6,074381E-3	-9,737492E-3	2,149725E-3
267,076492E-6	-7,836914E-3	-5,579329E-3	2,658319E-3	-9,474564E-3	-6,079054E-3	-9,733438E-3	2,159500E-3
267,171860E-6	-7,830334E-3	-5,580425E-3	2,670574E-3	-9,487009E-3	-6,091642E-3	-9,702826E-3	2,165604E-3
267,934799E-6	-7,834005E-3	-5,580664E-3	2,669621E-3	-9,488201E-3	-6,085110E-3	-9,688234E-3	2,168036E-3
268,173218E-6	-7,849312E-3	-5,553102E-3	2,644730E-3	-9,485388E-3	-6,089830E-3	-9,698105E-3	2,157784E-3
267,314911E-6	-7,861614E-3	-5,553532E-3	2,636051E-3	-9,477091E-3	-6,096554E-3	-9,696054E-3	2,155256E-3
266,599655E-6	-7,861042E-3	-5,563927E-3	2,650309E-3	-9,448767E-3	-6,072807E-3	-9,712648E-3	2,174759E-3
267,124176E-6	-7,855368E-3	-5,567551E-3	2,640009E-3	-9,443569E-3	-6,070709E-3	-9,698963E-3	2,166939E-3
267,219543E-6	-7,860804E-3	-5,581284E-3	2,634096E-3	-9,440804E-3	-6,075239E-3	-9,690619E-3	2,158546E-3
267,457962E-6	-7,873726E-3	-5,595016E-3	2,633286E-3	-9,459829E-3	-6,098175E-3	-9,683323E-3	2,155352E-3
267,553329E-6	-7,886934E-3	-5,630064E-3	2,645636E-3	-9,482718E-3	-6,114769E-3	-9,691191E-3	2,167511E-3
268,411636E-6	-7,887888E-3	-5,653095E-3	2,665854E-3	-9,498787E-3	-6,125879E-3	-9,680080E-3	2,182150E-3
267,791748E-6	-7,884455E-3	-5,658913E-3	2,682257E-3	-9,510422E-3	-6,139183E-3	-9,662914E-3	2,191448E-3
267,553329E-6	-7,874060E-3	-5,627251E-3	2,682018E-3	-9,516764E-3	-6,144142E-3	-9,700203E-3	2,191734E-3
267,410278E-6	-7,863045E-3	-5,604076E-3	2,679729E-3	-9,499025E-3	-6,129122E-3	-9,767246E-3	2,199316E-3
267,601013E-6	-7,849550E-3	-5,598736E-3	2,694893E-3	-9,476566E-3	-6,104517E-3	-9,728479E-3	2,221727E-3
267,601013E-6	-7,846308E-3	-5,594540E-3	2,700853E-3	-9,455776E-3	-6,091166E-3	-9,737253E-3	2,238417E-3
267,601013E-6	-7,862854E-3	-5,607128E-3	2,690029E-3	-9,447861E-3	-6,093216E-3	-9,686756E-3	2,238798E-3
267,124176E-6	-7,887793E-3	-5,641937E-3	2,689075E-3	-9,471655E-3	-6,110001E-3	-9,688377E-3	2,235222E-3
267,410278E-6	-7,915211E-3	-5,692911E-3	2,710962E-3	-9,485388E-3	-6,116486E-3	-9,655237E-3	2,246904E-3
267,076492E-6	-7,941103E-3	-5,716801E-3	2,708483E-3	-9,506559E-3	-6,137848E-3	-9,636164E-3	2,239037E-3
267,553329E-6	-7,959890E-3	-5,731773E-3	2,703047E-3	-9,528732E-3	-6,181383E-3	-9,600210E-3	2,234268E-3
267,219543E-6	-7,966852E-3	-5,747986E-3	2,725029E-3	-9,533691E-3	-6,200361E-3	-9,633875E-3	2,256203E-3
267,362595E-6	-7,957792E-3	-5,742264E-3	2,739382E-3	-9,520721E-3	-6,189203E-3	-9,617472E-3	2,276325E-3
267,696381E-6	-7,948732E-3	-5,735731E-3	2,745056E-3	-9,489775E-3	-6,154299E-3	-9,582901E-3	2,296638E-3
267,791748E-6	-7,933378E-3	-5,708408E-3	2,738428E-3	-9,476948E-3	-6,135416E-3	-9,586048E-3	2,302599E-3
267,553329E-6	-7,916164E-3	-5,691099E-3	2,736187E-3	-9,464073E-3	-6,126690E-3	-9,614182E-3	2,308416E-3
267,982483E-6	-7,898998E-3	-5,678844E-3	2,729511E-3	-9,454346E-3	-6,119919E-3	-9,663200E-3	2,303553E-3
268,220901E-6	-7,897663E-3	-5,678749E-3	2,718592E-3	-9,469080E-3	-6,128359E-3	-9,679461E-3	2,286196E-3
267,887115E-6	-7,911587E-3	-5,696535E-3	2,716494E-3	-9,489727E-3	-6,141710E-3	-9,683800E-3	2,277613E-3
267,887115E-6	-7,927132E-3	-5,714369E-3	2,725554E-3	-9,497452E-3	-6,146812E-3	-9,680033E-3	2,281475E-3
267,219543E-6	-7,947493E-3	-5,723238E-3	2,731133E-3	-9,513855E-3	-6,170940E-3	-9,674597E-3	2,282763E-3
267,648697E-6	-7,954311E-3	-5,718327E-3	2,715635E-3	-9,553003E-3	-6,211090E-3	-9,691668E-3	2,258921E-3
267,124176E-6	-7,960510E-3	-5,720091E-3	2,703714E-3	-9,560442E-3	-6,222725E-3	-9,685850E-3	2,248907E-3
267,744064E-6	-7,970905E-3	-5,732536E-3	2,707052E-3	-9,532785E-3	-6,199503E-3	-9,681511E-3	2,260447E-3
268,507004E-6	-7,974815E-3	-5,752993E-3	2,725410E-3	-9,511900E-3	-6,182146E-3	-9,644222E-3	2,280521E-3
267,219543E-6	-7,967281E-3	-5,753660E-3	2,724838E-3	-9,506750E-3	-6,181526E-3	-9,648514E-3	2,274942E-3
267,457962E-6	-7,981205E-3	-5,761909E-3	2,721405E-3	-9,500122E-3	-6,173658E-3	-9,663725E-3	2,272654E-3
267,076492E-6	-7,999754E-3	-5,770540E-3	2,727890E-3	-9,492540E-3	-6,163549E-3	-9,764004E-3	2,286625E-3
267,648697E-6	-7,984638E-3	-5,764389E-3	2,733374E-3	-9,487820E-3	-6,154728E-3	-9,632444E-3	2,295017E-3
267,457962E-6	-7,961369E-3	-5,772305E-3	2,739859E-3	-9,490538E-3	-6,159878E-3	-9,551811E-3	2,303028E-3
267,839432E-6	-7,950258E-3	-5,764103E-3	2,734137E-3	-9,519291E-3	-6,196785E-3	-9,640074E-3	2,296734E-3
267,553329E-6	-7,949066E-3	-5,762911E-3	2,745771E-3	-9,545898E-3	-6,220245E-3	-9,630203E-3	2,298260E-3
267,648697E-6	-7,960367E-3	-5,741215E-3	2,749157E-3	-9,538603E-3	-6,207752E-3	-9,615278E-3	2,298307E-3
267,934799E-6	-7,983541E-3	-5,719757E-3	2,741146E-3	-9,534216E-3	-6,206846E-3	-9,661484E-3	2,290487E-3
266,742706E-6	-7,987356E-3	-5,682564E-3	2,724123E-3	-9,567928E-3	-6,235790E-3	-9,681511E-3	2,266073E-3
267,219543E-6	-7,982349E-3	-5,659056E-3	2,695417E-3	-9,581375E-3	-6,246328E-3	-9,704399E-3	2,237415E-3
267,648697E-6	-7,966805E-3	-5,645084E-3	2,685213E-3	-9,552670E-3	-6,212330E-3	-9,747696E-3	2,235699E-3
266,742706E-6	-7,920599E-3	-5,619478E-3	2,690983E-3	-9,526205E-3	-6,181049E-3	-9,709358E-3	2,235937E-3
267,076492E-6	-7,852888E-3	-5,594301E-3	2,715683E-3	-9,518576E-3	-6,175327E-3	-9,679985E-3	2,238131E-3
268,268585E-6	-7,754421E-3	-5,547476E-3	2,721214E-3	-9,519386E-3	-6,175280E-3	-9,715605E-3	2,213717E-3
267,219543E-6	-7,660723E-3	-5,502558E-3	2,715206E-3	-9,519053E-3	-6,167841E-3	-9,719467E-3	2,184105E-3
266,933441E-6	-7,564592E-3	-5,456066E-3	2,694035E-3	-9,518814E-3	-6,154728E-3	-9,740782E-3	2,141762E-3
266,456604E-6	-7,469273E-3	-5,395985E-3	2,670431E-3	-9,508467E-3	-6,119442E-3	-9,786797E-3	2,101469E-3
267,362595E-6	-7,394981E-3	-5,332804E-3	2,637720E-3	-9,459972E-3	-6,051493E-3	-9,783697E-3	2,053547E-3
267,362595E-6	-7,339430E-3	-5,281544E-3	2,582884E-3	-9,400415E-3	-5,975914E-3	-9,764624E-3	1,993990E-3
268,363953E-6	-7,300520E-3	-5,224514E-3	2,478790E-3	-9,320831E-3	-5,896807E-3	-9,764051E-3	1,903009E-3
268,316269E-6	-7,284784E-3	-5,159998E-3	2,328682E-3	-9,271097E-3	-5,840588E-3	-9,841061E-3	1,768303E-3
268,507004E-6	-7,323933E-3	-5,104971E-3	2,175665E-3	-9,263945E-3	-5,815697E-3	-9,902096E-3	1,626444E-3
267,887115E-6	-7,409286E-3	-5,122709E-3	2,078915E-3	-9,250975E-3	-5,791855E-3	-9,933472E-3	1,542044E-3
267,457962E-6	-7,472467E-3	-5,173635E-3	2,055407E-3	-9,227848E-3	-5,766058E-3	-9,908247E-3	1,528883E-3
267,601013E-6	-7,539797E-3	-5,230570E-3	2,058744E-3	-9,210014E-3	-5,751991E-3	-9,893847E-3	1,545286E-3
267,791748E-6	-7,616997E-3	-5,297756E-3	2,086163E-3	-9,200191E-3	-5,753660E-3	-9,863663E-3	1,590395E-3
268,125534E-6	-7,738924E-3	-5,362129E-3	2,090549E-3	-9,207726E-3	-5,776358E-3	-9,783697E-3	1,640034E-3
267,314911E-6	-7,893515E-3	-5,452156E-3	2,103901E-3	-9,199810E-3	-5,796003E-3	-9,731150E-3	1,719904E-3
267,648697E-6	-8,081388E-3	-5,558825E-3	2,116156E-3	-9,208536E-3	-5,839396E-3	-9,663773E-3	1,803827E-3
268,173218E-6	-8,227253E-3	-5,638933E-3	2,129221E-3	-9,204149E-3	-5,860090E-3	-9,601879E-3	1,874304E-3
267,601013E-6	-8,282566E-3	-5,686235E-3	2,146578E-3	-9,205246E-3	-5,874777E-3	-9,641075E-3	1,910782E-3
267,457962E-6	-8,287907E-3	-5,743313E-3	2,193975E-3	-9,222364E-3	-5,922794E-3	-9,664106E-3	1,950073E-3
267,934799E-6	-8,262730E-3	-5,792093E-3	2,277279E-3	-9,254980E-3	-5,975294E-3	-9,643745E-3	2,004910E-3
267,601013E-6	-8,211231E-3	-5,809164E-3	2,373838E-3	-9,288788E-3	-6,001711E-3	-9,603405E-3	2,061653E-3
266,361237E-6	-8,137321E-3	-5,811548E-3	2,456713E-3	-9,331560E-3	-6,036806E-3	-9,621334E-3	2,104902E-3
268,030167E-6	-8,100271E-3	-5,829144E-3	2,525043E-3	-9,380579E-3	-6,087112E-3	-9,583759E-3	2,155638E-3
267,553329E-6	-8,086729E-3	-5,871439E-3	2,602673E-3	-9,394455E-3	-6,109571E-3	-9,535027E-3	2,224731E-3
267,982483E-6	-8,070087E-3	-5,887794E-3	2,661180E-3	-9,396029E-3	-6,120205E-3	-9,494829E-3	2,279806E-3
267,314911E-6	-8,040905E-3	-5,845690E-3	2,682114E-3	-9,430695E-3	-6,158495E-3	-9,583378E-3	2,295923E-3
266,981125E-6	-8,009911E-3	-5,803871E-3	2,689981E-3	-9,434366E-3	-6,159830E-3	-9,601307E-3	2,294683E-3
267,410278E-6	-7,986736E-3	-5,780077E-3	2,695036E-3	-9,420586E-3	-6,142759E-3	-9,583902E-3	2,291727E-3
268,411636E-6	-7,980967E-3	-5,774546E-3	2,704811E-3	-9,427834E-3	-6,145525E-3	-9,580803E-3	2,291489E-3
269,222260E-6	-7,986593E-3	-5,769682E-3	2,693558E-3	-9,476566E-3	-6,202507E-3	-9,632921E-3	2,279854E-3
268,507004E-6	-7,994604E-3	-5,782318E-3	2,690172E-3	-9,500217E-3	-6,237555E-3	-9,626341E-3	2,271128E-3
267,791748E-6	-7,998800E-3	-5,806303E-3	2,706623E-3	-9,507370E-3	-6,245565E-3	-9,592628E-3	2,280855E-3
267,171860E-6	-7,991648E-3	-5,797434E-3	2,715492E-3	-9,520912E-3	-6,261158E-3	-9,638023E-3	2,286959E-3
